aug_bets,aug_roi,bets,ev_max,ev_min,family,hit_rate,hits,l1,l2,largest,max_odds,maxdd,min_odds,profit,ranks,roi,selector,sep_bets,sep_l1,sep_roi
226,87.43362831858407,293,8,,market_filter,1.3651877133105803,4,31.91780821917808,20.652920962199314,10440.0,200,14370.0,30,-9540.0,2,67.44027303754267,,67,0.0,0.0
231,85.54112554112554,301,10,,market_filter,1.3289036544850499,4,31.066666666666666,20.100334448160535,10440.0,200,14870.0,30,-10340.0,2,65.64784053156146,,70,0.0,0.0
232,85.17241379310344,303,15,,market_filter,1.3201320132013201,4,30.86092715231788,19.966777408637874,10440.0,200,14970.0,30,-10540.0,2,65.21452145214522,,71,0.0,0.0
232,85.17241379310344,303,20,,market_filter,1.3201320132013201,4,30.86092715231788,19.966777408637874,10440.0,200,14970.0,30,-10540.0,2,65.21452145214522,,71,0.0,0.0
232,85.17241379310344,303,,,market_filter,1.3201320132013201,4,30.86092715231788,19.966777408637874,10440.0,200,14970.0,30,-10540.0,2,65.21452145214522,,71,0.0,0.0
55,49.63636363636363,72,2,,market_filter,1.3888888888888888,1,0.0,0.0,2730.0,300,5600.0,30,-4470.0,2,37.916666666666664,,17,0.0,0.0
123,160.65040650406505,160,3,,market_filter,2.5,4,58.61635220125786,38.037974683544306,10440.0,300,6870.0,30,3760.0,2,123.5,,37,0.0,0.0
167,118.32335329341318,218,4,,market_filter,1.834862385321101,4,42.94930875576037,27.824074074074073,10440.0,300,10070.0,30,-2040.0,2,90.64220183486239,,51,0.0,0.0
196,100.81632653061224,258,5,,market_filter,1.550387596899225,4,36.264591439688715,23.4765625,10440.0,300,12270.0,30,-6040.0,2,76.5891472868217,,62,0.0,0.0
215,91.90697674418605,279,6,,market_filter,1.4336917562724014,4,33.52517985611511,21.696750902527075,10440.0,300,13670.0,30,-8140.0,2,70.82437275985663,,64,0.0,0.0
229,86.2882096069869,299,8,,market_filter,1.3377926421404682,4,31.2751677852349,20.235690235690235,10440.0,300,14670.0,30,-10140.0,2,66.08695652173913,,70,0.0,0.0
239,82.67782426778243,314,10,,market_filter,1.2738853503184713,4,29.776357827476037,19.262820512820515,10440.0,300,15670.0,30,-11640.0,2,62.92993630573248,,75,0.0,0.0
244,80.98360655737704,320,15,,market_filter,1.25,4,29.21630094043887,18.89937106918239,10440.0,300,16170.0,30,-12240.0,2,61.75,,76,0.0,0.0
244,80.98360655737704,320,20,,market_filter,1.25,4,29.21630094043887,18.89937106918239,10440.0,300,16170.0,30,-12240.0,2,61.75,,76,0.0,0.0
244,80.98360655737704,320,,,market_filter,1.25,4,29.21630094043887,18.89937106918239,10440.0,300,16170.0,30,-12240.0,2,61.75,,76,0.0,0.0
55,49.63636363636363,72,2,,market_filter,1.3888888888888888,1,0.0,0.0,2730.0,500,5600.0,30,-4470.0,2,37.916666666666664,,17,0.0,0.0
123,160.65040650406505,160,3,,market_filter,2.5,4,58.61635220125786,38.037974683544306,10440.0,500,6870.0,30,3760.0,2,123.5,,37,0.0,0.0
167,118.32335329341318,218,4,,market_filter,1.834862385321101,4,42.94930875576037,27.824074074074073,10440.0,500,10070.0,30,-2040.0,2,90.64220183486239,,51,0.0,0.0
196,100.81632653061224,258,5,,market_filter,1.550387596899225,4,36.264591439688715,23.4765625,10440.0,500,12270.0,30,-6040.0,2,76.5891472868217,,62,0.0,0.0
215,91.90697674418605,279,6,,market_filter,1.4336917562724014,4,33.52517985611511,21.696750902527075,10440.0,500,13670.0,30,-8140.0,2,70.82437275985663,,64,0.0,0.0
229,86.2882096069869,299,8,,market_filter,1.3377926421404682,4,31.2751677852349,20.235690235690235,10440.0,500,14670.0,30,-10140.0,2,66.08695652173913,,70,0.0,0.0
242,81.65289256198348,318,10,,market_filter,1.2578616352201257,4,29.400630914826497,19.018987341772153,10440.0,500,15870.0,30,-12040.0,2,62.138364779874216,,76,0.0,0.0
251,78.72509960159363,328,15,,market_filter,1.2195121951219512,4,28.501529051987767,18.43558282208589,10440.0,500,16670.0,30,-13040.0,2,60.24390243902439,,77,0.0,0.0
251,78.72509960159363,328,20,,market_filter,1.2195121951219512,4,28.501529051987767,18.43558282208589,10440.0,500,16670.0,30,-13040.0,2,60.24390243902439,,77,0.0,0.0
251,78.72509960159363,328,,,market_filter,1.2195121951219512,4,28.501529051987767,18.43558282208589,10440.0,500,16670.0,30,-13040.0,2,60.24390243902439,,77,0.0,0.0
55,49.63636363636363,72,2,,market_filter,1.3888888888888888,1,0.0,0.0,2730.0,,5600.0,30,-4470.0,2,37.916666666666664,,17,0.0,0.0
123,160.65040650406505,160,3,,market_filter,2.5,4,58.61635220125786,38.037974683544306,10440.0,,6870.0,30,3760.0,2,123.5,,37,0.0,0.0
167,118.32335329341318,218,4,,market_filter,1.834862385321101,4,42.94930875576037,27.824074074074073,10440.0,,10070.0,30,-2040.0,2,90.64220183486239,,51,0.0,0.0
196,100.81632653061224,258,5,,market_filter,1.550387596899225,4,36.264591439688715,23.4765625,10440.0,,12270.0,30,-6040.0,2,76.5891472868217,,62,0.0,0.0
215,91.90697674418605,279,6,,market_filter,1.4336917562724014,4,33.52517985611511,21.696750902527075,10440.0,,13670.0,30,-8140.0,2,70.82437275985663,,64,0.0,0.0
229,86.2882096069869,299,8,,market_filter,1.3377926421404682,4,31.2751677852349,20.235690235690235,10440.0,,14670.0,30,-10140.0,2,66.08695652173913,,70,0.0,0.0
242,81.65289256198348,318,10,,market_filter,1.2578616352201257,4,29.400630914826497,19.018987341772153,10440.0,,15870.0,30,-12040.0,2,62.138364779874216,,76,0.0,0.0
251,78.72509960159363,329,15,,market_filter,1.21580547112462,4,28.414634146341463,18.37920489296636,10440.0,,16670.0,30,-13140.0,2,60.06079027355623,,78,0.0,0.0
253,78.10276679841897,331,20,,market_filter,1.2084592145015105,4,28.242424242424242,18.267477203647417,10440.0,,16870.0,30,-13340.0,2,59.69788519637462,,78,0.0,0.0
254,77.79527559055119,332,,,market_filter,1.2048192771084338,4,28.157099697885197,18.21212121212121,10440.0,,16970.0,30,-13440.0,2,59.51807228915663,,78,0.0,0.0
43,76.27906976744185,56,3,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,4,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,5,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,6,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,8,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,10,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,15,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,20,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
43,76.27906976744185,56,,,market_filter,1.7857142857142858,1,0.0,0.0,3280.0,50,3600.0,40,-2320.0,2,58.57142857142857,,13,0.0,0.0
61,108.0327868852459,81,3,,market_filter,2.4691358024691357,2,41.0,0.0,3310.0,75,4800.0,40,-1510.0,2,81.35802469135803,,20,0.0,0.0
92,71.6304347826087,120,4,,market_filter,1.6666666666666667,2,27.563025210084035,0.0,3310.0,75,6800.0,40,-5410.0,2,54.916666666666664,,28,0.0,0.0
98,67.24489795918367,128,5,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,6,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,8,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,10,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,15,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,20,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
98,67.24489795918367,128,,,market_filter,1.5625,2,25.826771653543307,0.0,3310.0,75,7300.0,40,-6210.0,2,51.484375,,30,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,100,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
104,163.75,135,4,,market_filter,2.2222222222222223,3,49.17910447761194,24.661654135338345,10440.0,100,7700.0,40,3530.0,2,126.14814814814815,,31,0.0,0.0
126,135.15873015873015,165,5,,market_filter,1.8181818181818181,3,40.18292682926829,20.12269938650307,10440.0,100,9400.0,40,530.0,2,103.21212121212122,,39,0.0,0.0
135,126.14814814814815,174,6,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
135,126.14814814814815,174,8,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
135,126.14814814814815,174,10,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
135,126.14814814814815,174,15,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
135,126.14814814814815,174,20,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
135,126.14814814814815,174,,,market_filter,1.7241379310344827,3,38.092485549132945,19.069767441860463,10440.0,100,10100.0,40,-370.0,2,97.8735632183908,,39,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,150,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
116,146.81034482758622,152,4,,market_filter,1.9736842105263157,3,43.64238410596027,21.866666666666667,10440.0,150,8800.0,40,1830.0,2,112.03947368421052,,36,0.0,0.0
143,119.0909090909091,189,5,,market_filter,1.5873015873015872,3,35.0531914893617,17.540106951871657,10440.0,150,10800.0,40,-1870.0,2,90.1058201058201,,46,0.0,0.0
158,107.78481012658227,205,6,,market_filter,1.4634146341463414,3,32.30392156862745,16.157635467980295,10440.0,150,11900.0,40,-3470.0,2,83.07317073170732,,47,0.0,0.0
170,100.17647058823529,220,8,,market_filter,1.3636363636363635,3,30.091324200913242,15.045871559633028,10440.0,150,12700.0,40,-4970.0,2,77.4090909090909,,50,0.0,0.0
173,98.4393063583815,223,10,,market_filter,1.345291479820628,3,29.684684684684683,14.841628959276019,10440.0,150,13000.0,40,-5270.0,2,76.3677130044843,,50,0.0,0.0
173,98.4393063583815,223,15,,market_filter,1.345291479820628,3,29.684684684684683,14.841628959276019,10440.0,150,13000.0,40,-5270.0,2,76.3677130044843,,50,0.0,0.0
173,98.4393063583815,223,20,,market_filter,1.345291479820628,3,29.684684684684683,14.841628959276019,10440.0,150,13000.0,40,-5270.0,2,76.3677130044843,,50,0.0,0.0
173,98.4393063583815,223,,,market_filter,1.345291479820628,3,29.684684684684683,14.841628959276019,10440.0,150,13000.0,40,-5270.0,2,76.3677130044843,,50,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,200,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
116,146.81034482758622,152,4,,market_filter,1.9736842105263157,3,43.64238410596027,21.866666666666667,10440.0,200,8800.0,40,1830.0,2,112.03947368421052,,36,0.0,0.0
145,117.44827586206897,192,5,,market_filter,1.5625,3,34.50261780104712,17.263157894736842,10440.0,200,11000.0,40,-2170.0,2,88.69791666666667,,47,0.0,0.0
163,104.47852760736197,212,6,,market_filter,1.4150943396226414,3,31.232227488151658,15.619047619047619,10440.0,200,12300.0,40,-4170.0,2,80.33018867924528,,49,0.0,0.0
175,97.31428571428572,227,8,,market_filter,1.3215859030837005,3,29.15929203539823,14.577777777777778,10440.0,200,13100.0,40,-5670.0,2,75.02202643171806,,52,0.0,0.0
180,94.61111111111111,235,10,,market_filter,1.2765957446808511,3,28.162393162393162,14.07725321888412,10440.0,200,13600.0,40,-6470.0,2,72.46808510638297,,55,0.0,0.0
181,94.08839779005525,237,15,,market_filter,1.2658227848101267,3,27.923728813559322,13.957446808510639,10440.0,200,13700.0,40,-6670.0,2,71.85654008438819,,56,0.0,0.0
181,94.08839779005525,237,20,,market_filter,1.2658227848101267,3,27.923728813559322,13.957446808510639,10440.0,200,13700.0,40,-6670.0,2,71.85654008438819,,56,0.0,0.0
181,94.08839779005525,237,,,market_filter,1.2658227848101267,3,27.923728813559322,13.957446808510639,10440.0,200,13700.0,40,-6670.0,2,71.85654008438819,,56,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,300,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
116,146.81034482758622,152,4,,market_filter,1.9736842105263157,3,43.64238410596027,21.866666666666667,10440.0,300,8800.0,40,1830.0,2,112.03947368421052,,36,0.0,0.0
145,117.44827586206897,192,5,,market_filter,1.5625,3,34.50261780104712,17.263157894736842,10440.0,300,11000.0,40,-2170.0,2,88.69791666666667,,47,0.0,0.0
164,103.84146341463415,213,6,,market_filter,1.408450704225352,3,31.08490566037736,15.545023696682465,10440.0,300,12400.0,40,-4270.0,2,79.9530516431925,,49,0.0,0.0
178,95.67415730337079,233,8,,market_filter,1.2875536480686696,3,28.405172413793103,14.1991341991342,10440.0,300,13400.0,40,-6270.0,2,73.0901287553648,,55,0.0,0.0
188,90.58510638297872,248,10,,market_filter,1.2096774193548387,3,26.68016194331984,13.333333333333334,10440.0,300,14400.0,40,-7770.0,2,68.66935483870968,,60,0.0,0.0
193,88.23834196891191,254,15,,market_filter,1.1811023622047243,3,26.047430830039527,13.015873015873016,10440.0,300,14900.0,40,-8370.0,2,67.04724409448819,,61,0.0,0.0
193,88.23834196891191,254,20,,market_filter,1.1811023622047243,3,26.047430830039527,13.015873015873016,10440.0,300,14900.0,40,-8370.0,2,67.04724409448819,,61,0.0,0.0
193,88.23834196891191,254,,,market_filter,1.1811023622047243,3,26.047430830039527,13.015873015873016,10440.0,300,14900.0,40,-8370.0,2,67.04724409448819,,61,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,500,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
116,146.81034482758622,152,4,,market_filter,1.9736842105263157,3,43.64238410596027,21.866666666666667,10440.0,500,8800.0,40,1830.0,2,112.03947368421052,,36,0.0,0.0
145,117.44827586206897,192,5,,market_filter,1.5625,3,34.50261780104712,17.263157894736842,10440.0,500,11000.0,40,-2170.0,2,88.69791666666667,,47,0.0,0.0
164,103.84146341463415,213,6,,market_filter,1.408450704225352,3,31.08490566037736,15.545023696682465,10440.0,500,12400.0,40,-4270.0,2,79.9530516431925,,49,0.0,0.0
178,95.67415730337079,233,8,,market_filter,1.2875536480686696,3,28.405172413793103,14.1991341991342,10440.0,500,13400.0,40,-6270.0,2,73.0901287553648,,55,0.0,0.0
191,89.16230366492147,252,10,,market_filter,1.1904761904761905,3,26.254980079681275,13.12,10440.0,500,14600.0,40,-8170.0,2,67.57936507936508,,61,0.0,0.0
200,85.15,262,15,,market_filter,1.1450381679389312,3,25.24904214559387,12.615384615384615,10440.0,500,15400.0,40,-9170.0,2,65.0,,62,0.0,0.0
200,85.15,262,20,,market_filter,1.1450381679389312,3,25.24904214559387,12.615384615384615,10440.0,500,15400.0,40,-9170.0,2,65.0,,62,0.0,0.0
200,85.15,262,,,market_filter,1.1450381679389312,3,25.24904214559387,12.615384615384615,10440.0,500,15400.0,40,-9170.0,2,65.0,,62,0.0,0.0
72,236.52777777777777,94,3,,market_filter,3.1914893617021276,3,70.86021505376344,35.65217391304348,10440.0,,5600.0,40,7630.0,2,181.17021276595744,,22,0.0,0.0
116,146.81034482758622,152,4,,market_filter,1.9736842105263157,3,43.64238410596027,21.866666666666667,10440.0,,8800.0,40,1830.0,2,112.03947368421052,,36,0.0,0.0
145,117.44827586206897,192,5,,market_filter,1.5625,3,34.50261780104712,17.263157894736842,10440.0,,11000.0,40,-2170.0,2,88.69791666666667,,47,0.0,0.0
164,103.84146341463415,213,6,,market_filter,1.408450704225352,3,31.08490566037736,15.545023696682465,10440.0,,12400.0,40,-4270.0,2,79.9530516431925,,49,0.0,0.0
178,95.67415730337079,233,8,,market_filter,1.2875536480686696,3,28.405172413793103,14.1991341991342,10440.0,,13400.0,40,-6270.0,2,73.0901287553648,,55,0.0,0.0
191,89.16230366492147,252,10,,market_filter,1.1904761904761905,3,26.254980079681275,13.12,10440.0,,14600.0,40,-8170.0,2,67.57936507936508,,61,0.0,0.0
200,85.15,263,15,,market_filter,1.1406844106463878,3,25.15267175572519,12.567049808429118,10440.0,,15400.0,40,-9270.0,2,64.75285171102662,,63,0.0,0.0
202,84.3069306930693,265,20,,market_filter,1.1320754716981132,3,24.96212121212121,12.47148288973384,10440.0,,15600.0,40,-9470.0,2,64.26415094339623,,63,0.0,0.0
203,83.89162561576354,266,,,market_filter,1.1278195488721805,3,24.867924528301888,12.424242424242424,10440.0,,15700.0,40,-9570.0,2,64.02255639097744,,63,0.0,0.0
49,67.55102040816327,64,4,,market_filter,1.5625,1,0.0,0.0,3310.0,75,3400.0,50,-3090.0,2,51.71875,,15,0.0,0.0
55,60.18181818181818,72,5,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,6,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,8,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,10,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,15,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,20,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
55,60.18181818181818,72,,,market_filter,1.3888888888888888,1,0.0,0.0,3310.0,75,3900.0,50,-3890.0,2,45.97222222222222,,17,0.0,0.0
61,225.40983606557376,79,4,,market_filter,2.5316455696202533,2,42.43589743589744,0.0,10440.0,100,4300.0,50,5850.0,2,174.0506329113924,,18,0.0,0.0
83,165.66265060240963,109,5,,market_filter,1.834862385321101,2,30.64814814814815,0.0,10440.0,100,6000.0,50,2850.0,2,126.14678899082568,,26,0.0,0.0
92,149.45652173913044,118,6,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
92,149.45652173913044,118,8,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
92,149.45652173913044,118,10,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
92,149.45652173913044,118,15,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
92,149.45652173913044,118,20,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
92,149.45652173913044,118,,,market_filter,1.694915254237288,2,28.29059829059829,0.0,10440.0,100,6700.0,50,1950.0,2,116.52542372881356,,26,0.0,0.0
73,188.35616438356163,96,4,,market_filter,2.0833333333333335,2,34.8421052631579,0.0,10440.0,150,5400.0,50,4150.0,2,143.22916666666666,,23,0.0,0.0
100,137.5,133,5,,market_filter,1.5037593984962405,2,25.075757575757574,0.0,10440.0,150,7400.0,50,450.0,2,103.38345864661655,,33,0.0,0.0
115,119.56521739130434,149,6,,market_filter,1.342281879194631,2,22.364864864864863,0.0,10440.0,150,8500.0,50,-1150.0,2,92.28187919463087,,34,0.0,0.0
127,108.26771653543307,164,8,,market_filter,1.2195121951219512,2,20.30674846625767,0.0,10440.0,150,9300.0,50,-2650.0,2,83.84146341463415,,37,0.0,0.0
130,105.76923076923077,167,10,,market_filter,1.1976047904191616,2,19.93975903614458,0.0,10440.0,150,9600.0,50,-2950.0,2,82.33532934131736,,37,0.0,0.0
130,105.76923076923077,167,15,,market_filter,1.1976047904191616,2,19.93975903614458,0.0,10440.0,150,9600.0,50,-2950.0,2,82.33532934131736,,37,0.0,0.0
130,105.76923076923077,167,20,,market_filter,1.1976047904191616,2,19.93975903614458,0.0,10440.0,150,9600.0,50,-2950.0,2,82.33532934131736,,37,0.0,0.0
130,105.76923076923077,167,,,market_filter,1.1976047904191616,2,19.93975903614458,0.0,10440.0,150,9600.0,50,-2950.0,2,82.33532934131736,,37,0.0,0.0
73,188.35616438356163,96,4,,market_filter,2.0833333333333335,2,34.8421052631579,0.0,10440.0,200,5400.0,50,4150.0,2,143.22916666666666,,23,0.0,0.0
102,134.80392156862746,136,5,,market_filter,1.4705882352941178,2,24.51851851851852,0.0,10440.0,200,7600.0,50,150.0,2,101.1029411764706,,34,0.0,0.0
120,114.58333333333333,156,6,,market_filter,1.2820512820512822,2,21.35483870967742,0.0,10440.0,200,8900.0,50,-1850.0,2,88.14102564102564,,36,0.0,0.0
132,104.16666666666667,171,8,,market_filter,1.1695906432748537,2,19.470588235294116,0.0,10440.0,200,9700.0,50,-3350.0,2,80.4093567251462,,39,0.0,0.0
137,100.36496350364963,179,10,,market_filter,1.1173184357541899,2,18.59550561797753,0.0,10440.0,200,10200.0,50,-4150.0,2,76.81564245810056,,42,0.0,0.0
138,99.6376811594203,181,15,,market_filter,1.1049723756906078,2,18.38888888888889,0.0,10440.0,200,10300.0,50,-4350.0,2,75.96685082872928,,43,0.0,0.0
138,99.6376811594203,181,20,,market_filter,1.1049723756906078,2,18.38888888888889,0.0,10440.0,200,10300.0,50,-4350.0,2,75.96685082872928,,43,0.0,0.0
138,99.6376811594203,181,,,market_filter,1.1049723756906078,2,18.38888888888889,0.0,10440.0,200,10300.0,50,-4350.0,2,75.96685082872928,,43,0.0,0.0
73,188.35616438356163,96,4,,market_filter,2.0833333333333335,2,34.8421052631579,0.0,10440.0,300,5400.0,50,4150.0,2,143.22916666666666,,23,0.0,0.0
102,134.80392156862746,136,5,,market_filter,1.4705882352941178,2,24.51851851851852,0.0,10440.0,300,7600.0,50,150.0,2,101.1029411764706,,34,0.0,0.0
121,113.63636363636364,157,6,,market_filter,1.2738853503184713,2,21.21794871794872,0.0,10440.0,300,9000.0,50,-1950.0,2,87.57961783439491,,36,0.0,0.0
135,101.85185185185185,177,8,,market_filter,1.1299435028248588,2,18.806818181818183,0.0,10440.0,300,10000.0,50,-3950.0,2,77.68361581920904,,42,0.0,0.0
145,94.82758620689656,192,10,,market_filter,1.0416666666666667,2,17.329842931937172,0.0,10440.0,300,11000.0,50,-5450.0,2,71.61458333333333,,47,0.0,0.0
150,91.66666666666667,198,15,,market_filter,1.0101010101010102,2,16.80203045685279,0.0,10440.0,300,11500.0,50,-6050.0,2,69.44444444444444,,48,0.0,0.0
150,91.66666666666667,198,20,,market_filter,1.0101010101010102,2,16.80203045685279,0.0,10440.0,300,11500.0,50,-6050.0,2,69.44444444444444,,48,0.0,0.0
150,91.66666666666667,198,,,market_filter,1.0101010101010102,2,16.80203045685279,0.0,10440.0,300,11500.0,50,-6050.0,2,69.44444444444444,,48,0.0,0.0
73,188.35616438356163,96,4,,market_filter,2.0833333333333335,2,34.8421052631579,0.0,10440.0,500,5400.0,50,4150.0,2,143.22916666666666,,23,0.0,0.0
102,134.80392156862746,136,5,,market_filter,1.4705882352941178,2,24.51851851851852,0.0,10440.0,500,7600.0,50,150.0,2,101.1029411764706,,34,0.0,0.0
121,113.63636363636364,157,6,,market_filter,1.2738853503184713,2,21.21794871794872,0.0,10440.0,500,9000.0,50,-1950.0,2,87.57961783439491,,36,0.0,0.0
135,101.85185185185185,177,8,,market_filter,1.1299435028248588,2,18.806818181818183,0.0,10440.0,500,10000.0,50,-3950.0,2,77.68361581920904,,42,0.0,0.0
148,92.9054054054054,196,10,,market_filter,1.0204081632653061,2,16.974358974358974,0.0,10440.0,500,11200.0,50,-5850.0,2,70.15306122448979,,48,0.0,0.0
157,87.57961783439491,206,15,,market_filter,0.970873786407767,2,16.146341463414632,0.0,10440.0,500,12000.0,50,-6850.0,2,66.74757281553399,,49,0.0,0.0
157,87.57961783439491,206,20,,market_filter,0.970873786407767,2,16.146341463414632,0.0,10440.0,500,12000.0,50,-6850.0,2,66.74757281553399,,49,0.0,0.0
157,87.57961783439491,206,,,market_filter,0.970873786407767,2,16.146341463414632,0.0,10440.0,500,12000.0,50,-6850.0,2,66.74757281553399,,49,0.0,0.0
73,188.35616438356163,96,4,,market_filter,2.0833333333333335,2,34.8421052631579,0.0,10440.0,,5400.0,50,4150.0,2,143.22916666666666,,23,0.0,0.0
102,134.80392156862746,136,5,,market_filter,1.4705882352941178,2,24.51851851851852,0.0,10440.0,,7600.0,50,150.0,2,101.1029411764706,,34,0.0,0.0
121,113.63636363636364,157,6,,market_filter,1.2738853503184713,2,21.21794871794872,0.0,10440.0,,9000.0,50,-1950.0,2,87.57961783439491,,36,0.0,0.0
135,101.85185185185185,177,8,,market_filter,1.1299435028248588,2,18.806818181818183,0.0,10440.0,,10000.0,50,-3950.0,2,77.68361581920904,,42,0.0,0.0
148,92.9054054054054,196,10,,market_filter,1.0204081632653061,2,16.974358974358974,0.0,10440.0,,11200.0,50,-5850.0,2,70.15306122448979,,48,0.0,0.0
157,87.57961783439491,207,15,,market_filter,0.966183574879227,2,16.067961165048544,0.0,10440.0,,12000.0,50,-6950.0,2,66.42512077294685,,50,0.0,0.0
159,86.47798742138365,209,20,,market_filter,0.9569377990430622,2,15.913461538461538,0.0,10440.0,,12200.0,50,-7150.0,2,65.78947368421052,,50,0.0,0.0
160,85.9375,210,,,market_filter,0.9523809523809523,2,15.83732057416268,0.0,10440.0,,12300.0,50,-7250.0,2,65.47619047619048,,50,0.0,0.0
37,282.1621621621622,46,6,,market_filter,2.1739130434782608,1,0.0,0.0,10440.0,100,3200.0,75,5840.0,2,226.95652173913044,,9,0.0,0.0
37,282.1621621621622,46,8,,market_filter,2.1739130434782608,1,0.0,0.0,10440.0,100,3200.0,75,5840.0,2,226.95652173913044,,9,0.0,0.0
37,282.1621621621622,46,10,,market_filter,2.1739130434782608,1,0.0,0.0,10440.0,100,3200.0,75,5840.0,2,226.95652173913044,,9,0.0,0.0
